001|2014-08-08 18:00:00|6|1|27|23|0|3
001|2014-08-08 18:00:00|6|1|25|21|0|4
001|2014-08-08 18:00:00|6|1|30|25|0|4
001|2014-08-08 19:00:00|6|1|27|23|0|3
001|2014-08-08 19:00:00|6|1|25|21|0|4
001|2014-08-08 19:00:00|6|1|30|25|0|4
001|2014-08-08 20:00:00|6|1|27|23|0|3
001|2014-08-08 20:00:00|6|1|25|21|0|4
001|2014-08-08 20:00:00|6|1|30|25|0|4
001|2014-08-08 21:00:00|6|1|25|21|0|4
001|2014-08-08 21:00:00|6|1|30|25|0|4
001|2014-08-08 22:00:00|6|1|25|21|0|4
001|2014-08-08 22:00:00|6|1|30|25|0|4
001|2014-08-08 22:00:00|6|2|30|27|0|3
001|2014-08-08 23:00:00|6|1|25|21|0|4
001|2014-08-08 23:00:00|6|1|30|25|0|4
001|2014-08-08 23:00:00|6|2|30|27|0|3
001|2014-08-09 00:00:00|6|1|25|21|0|4
001|2014-08-09 00:00:00|6|1|30|25|0|4
001|2014-08-09 00:00:00|6|2|30|27|0|3
001|2014-08-09 00:00:00|6|1|27|23|0|3
001|2014-08-09 01:00:00|12|2|30|30|0|0
001|2014-08-09 01:00:00|12|8|21|21|0|0
001|2014-08-09 01:00:00|12|2|30|30|0|0
001|2014-08-09 01:00:00|12|1|22|22|0|0
001|2014-08-09 02:00:00|12|2|30|30|0|0
001|2014-08-09 02:00:00|12|8|21|21|0|0
001|2014-08-09 02:00:00|12|2|30|30|0|0
001|2014-08-09 02:00:00|12|1|22|22|0|0
001|2014-08-09 03:00:00|12|2|30|30|0|0
001|2014-08-09 03:00:00|12|8|21|21|0|0
001|2014-08-09 03:00:00|12|2|30|30|0|0
001|2014-08-09 03:00:00|12|1|22|22|0|0
001|2014-08-09 04:00:00|12|2|30|30|0|0
001|2014-08-09 04:00:00|12|8|21|21|0|0
001|2014-08-09 04:00:00|12|2|30|30|0|0
001|2014-08-09 04:00:00|12|1|22|22|0|0
001|2014-08-09 05:00:00|12|2|30|30|0|0
001|2014-08-09 05:00:00|12|8|21|21|0|0
001|2014-08-09 05:00:00|12|2|30|30|0|0
001|2014-08-09 05:00:00|12|1|22|22|0|0
001|2014-08-09 06:00:00|12|2|30|30|0|0
001|2014-08-09 06:00:00|12|8|21|21|0|0
001|2014-08-09 06:00:00|12|2|30|30|0|0
001|2014-08-09 06:00:00|12|1|22|22|0|0
001|2014-08-09 07:00:00|6|1|30|25|0|4
001|2014-08-09 07:00:00|6|2|30|27|0|3
001|2014-08-09 07:00:00|6|8|27|23|0|4
001|2014-08-09 08:00:00|6|1|30|25|0|4
001|2014-08-09 08:00:00|6|2|30|27|0|3
001|2014-08-09 08:00:00|6|8|27|23|0|4
001|2014-08-09 09:00:00|6|2|30|27|0|3
001|2014-08-09 09:00:00|6|8|27|23|0|4
001|2014-08-09 10:00:00|6|2|30|27|0|3
001|2014-08-09 10:00:00|6|8|27|23|0|4
001|2014-08-09 10:00:00|6|8|25|21|0|3
001|2014-08-09 11:00:00|6|2|31|27|0|3
001|2014-08-09 11:00:00|6|8|27|23|0|3
001|2014-08-09 11:00:00|6|8|24|21|0|4
001|2014-08-09 12:00:00|6|2|31|27|0|3
001|2014-08-09 12:00:00|6|8|27|23|0|3
001|2014-08-09 12:00:00|6|8|24|21|0|4
001|2014-08-09 13:00:00|6|2|31|27|0|3
001|2014-08-09 13:00:00|6|8|27|23|0|3
001|2014-08-09 13:00:00|6|8|24|21|0|4
001|2014-08-09 14:00:00|6|2|31|27|0|3
001|2014-08-09 14:00:00|6|8|27|23|0|3
001|2014-08-09 14:00:00|6|8|24|21|0|4
001|2014-08-09 15:00:00|6|8|27|23|0|3
001|2014-08-09 15:00:00|6|8|24|21|0|4
001|2014-08-09 16:00:00|6|8|27|23|0|3
001|2014-08-09 16:00:00|6|8|24|21|0|4
001|2014-08-09 16:00:00|6|1|30|25|0|3
001|2014-08-09 17:00:00|6|8|28|23|0|3
001|2014-08-09 17:00:00|6|8|24|21|0|4
001|2014-08-09 17:00:00|6|2|31|24|0|4
001|2014-08-09 18:00:00|6|8|28|23|0|3
001|2014-08-09 18:00:00|6|8|24|21|0|4
001|2014-08-09 18:00:00|6|2|31|24|0|4
001|2014-08-09 19:00:00|6|8|28|23|0|3
001|2014-08-09 19:00:00|6|8|24|21|0|4
001|2014-08-09 19:00:00|6|2|31|24|0|4
001|2014-08-09 20:00:00|6|8|28|23|0|3
001|2014-08-09 20:00:00|6|8|24|21|0|4
001|2014-08-09 20:00:00|6|2|31|24|0|4
001|2014-08-09 21:00:00|6|8|24|21|0|4
001|2014-08-09 21:00:00|6|2|31|24|0|4
001|2014-08-09 22:00:00|6|8|24|21|0|4
001|2014-08-09 22:00:00|6|2|31|24|0|4
001|2014-08-09 22:00:00|6|1|31|27|0|3
001|2014-08-09 23:00:00|6|8|24|21|0|4
001|2014-08-09 23:00:00|6|2|31|24|0|4
001|2014-08-09 23:00:00|6|1|31|27|0|3
001|2014-08-10 00:00:00|6|8|24|21|0|4
001|2014-08-10 00:00:00|6|2|31|24|0|4
001|2014-08-10 00:00:00|6|1|31|27|0|3
001|2014-08-10 00:00:00|6|8|28|23|0|3
001|2014-08-10 01:00:00|12|1|31|31|0|0
001|2014-08-10 01:00:00|12|0|22|22|0|0
001|2014-08-10 01:00:00|12|0|33|33|0|0
001|2014-08-10 01:00:00|12|0|23|23|0|0
001|2014-08-10 02:00:00|12|1|31|31|0|0
001|2014-08-10 02:00:00|12|0|22|22|0|0
001|2014-08-10 02:00:00|12|0|33|33|0|0
001|2014-08-10 02:00:00|12|0|23|23|0|0
001|2014-08-10 03:00:00|12|1|31|31|0|0
001|2014-08-10 03:00:00|12|0|22|22|0|0
001|2014-08-10 03:00:00|12|0|33|33|0|0
001|2014-08-10 03:00:00|12|0|23|23|0|0
001|2014-08-10 04:00:00|12|1|31|31|0|0
001|2014-08-10 04:00:00|12|0|22|22|0|0
001|2014-08-10 04:00:00|12|0|33|33|0|0
001|2014-08-10 04:00:00|12|0|23|23|0|0
001|2014-08-10 05:00:00|12|1|31|31|0|0
001|2014-08-10 05:00:00|12|0|22|22|0|0
001|2014-08-10 05:00:00|12|0|33|33|0|0
001|2014-08-10 05:00:00|12|0|23|23|0|0
001|2014-08-10 06:00:00|12|1|31|31|0|0
001|2014-08-10 06:00:00|12|0|22|22|0|0
001|2014-08-10 06:00:00|12|0|33|33|0|0
001|2014-08-10 06:00:00|12|0|23|23|0|0
001|2014-08-10 07:00:00|6|0|32|25|0|4
001|2014-08-10 07:00:00|6|0|32|28|0|3
001|2014-08-10 07:00:00|6|0|28|23|0|3
001|2014-08-10 08:00:00|6|0|32|25|0|4
001|2014-08-10 08:00:00|6|0|32|28|0|3
001|2014-08-10 08:00:00|6|0|28|23|0|3
001|2014-08-10 09:00:00|6|0|32|28|0|3
001|2014-08-10 09:00:00|6|0|28|23|0|3
001|2014-08-10 10:00:00|6|0|32|28|0|3
001|2014-08-10 10:00:00|6|0|28|23|0|3
001|2014-08-10 10:00:00|6|0|26|21|0|4
001|2014-08-10 11:00:00|6|0|32|28|0|3
001|2014-08-10 11:00:00|6|0|28|23|0|3
001|2014-08-10 11:00:00|6|0|26|21|0|4
001|2014-08-10 12:00:00|6|0|32|28|0|3
001|2014-08-10 12:00:00|6|0|28|23|0|3
001|2014-08-10 12:00:00|6|0|26|21|0|4
001|2014-08-10 13:00:00|6|0|32|28|0|3
001|2014-08-10 13:00:00|6|0|28|23|0|3
001|2014-08-10 13:00:00|6|0|26|21|0|4
001|2014-08-10 14:00:00|6|0|32|28|0|3
001|2014-08-10 14:00:00|6|0|28|23|0|3
001|2014-08-10 14:00:00|6|0|26|21|0|4
001|2014-08-10 15:00:00|6|0|28|23|0|3
001|2014-08-10 15:00:00|6|0|26|21|0|4
001|2014-08-10 16:00:00|6|0|28|23|0|3
001|2014-08-10 16:00:00|6|0|26|21|0|4
001|2014-08-10 16:00:00|6|0|32|24|0|4
001|2014-08-10 17:00:00|6|0|29|23|0|3
001|2014-08-10 17:00:00|6|0|26|22|0|4
001|2014-08-10 17:00:00|6|0|33|26|0|4
001|2014-08-10 18:00:00|6|0|29|23|0|3
001|2014-08-10 18:00:00|6|0|26|22|0|4
001|2014-08-10 18:00:00|6|0|33|26|0|4
001|2014-08-10 19:00:00|6|0|29|23|0|3
001|2014-08-10 19:00:00|6|0|26|22|0|4
001|2014-08-10 19:00:00|6|0|33|26|0|4
001|2014-08-10 20:00:00|6|0|29|23|0|3
001|2014-08-10 20:00:00|6|0|26|22|0|4
001|2014-08-10 20:00:00|6|0|33|26|0|4
001|2014-08-10 21:00:00|6|0|26|22|0|4
001|2014-08-10 21:00:00|6|0|33|26|0|4
001|2014-08-10 22:00:00|6|0|26|22|0|4
001|2014-08-10 22:00:00|6|0|33|26|0|4
001|2014-08-10 22:00:00|6|0|33|28|0|3
001|2014-08-10 23:00:00|6|0|26|22|0|4
001|2014-08-10 23:00:00|6|0|33|26|0|4
001|2014-08-10 23:00:00|6|0|33|28|0|3
